date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:30	300720/300720	---M--	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202017%2020:32:32%20GMT	https://www.gstatic.com/firebasejs/3.6.5/firebase.js	C:/Users/PC-11/Desktop/recetas/www.gstatic.com/firebasejs/3.6.5/firebase.js	(from https://www.kiwilimon.com/login)
21:01:30	42671/42671	---M-Z	200	added ('OK')	application/javascript	etag:W/%2242671-1666126712671%22	https://appleid.cdn-apple.com/appleauth/static/jsapi/appleid/1/en_US/appleid.auth.js	C:/Users/PC-11/Desktop/recetas/appleid.cdn-apple.com/appleauth/static/jsapi/appleid/1/en_US/appleid.auth.js	(from https://www.kiwilimon.com/login)
21:01:31	60490/60490	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2012%20Oct%202020%2020:13:19%20GMT	https://www.kiwilimon.com/fonts/olivier_demo.eot?	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/fonts/olivier_demod41d.eot	(from https://www.kiwilimon.com/login)
21:01:32	60332/60332	---M--	200	added ('OK')	font/ttf	date:Mon,%2012%20Oct%202020%2020:13:19%20GMT	https://www.kiwilimon.com/fonts/olivier_demo.ttf	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/fonts/olivier_demo.ttf	(from https://www.kiwilimon.com/login)
21:01:32	73508/73508	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202022%2002:01:31%20GMT	https://www.kiwilimon.com/amp/login/social	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/amp/login/social.5b.delayed	(from https://www.kiwilimon.com/login/social)
21:01:34	676119/676119	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:32%20GMT	https://www.kiwilimon.com/login/bidmanager.js	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/bidmanager.html	(from https://www.kiwilimon.com/login/social)
21:01:34	676107/676107	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:33%20GMT	https://www.kiwilimon.com/login/events.js	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/events.html	(from https://www.kiwilimon.com/login/social)
21:01:35	676107/676107	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:34%20GMT	https://www.kiwilimon.com/login/prebid.js	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/prebid.html	(from https://www.kiwilimon.com/login/social)
21:01:36	773661/773661	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:34%20GMT	https://www.kiwilimon.com/login/a(e	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/a(e.html	(from https://www.kiwilimon.com/login/social)
21:01:36	50/50	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2009%20Nov%202022%2002:01:35%20GMT	https://www.kiwilimon.com/login/;%20path=/	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/;%20path=/index.html	(from https://www.kiwilimon.com/login/social)
21:01:37	676098/676098	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:35%20GMT	https://www.kiwilimon.com/login/trk.js	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/trk.html	(from https://www.kiwilimon.com/login/social)
21:01:37	774069/774069	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:36%20GMT	https://www.kiwilimon.com/login/mediaTypes.video.h	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/mediaTypes.video.html	(from https://www.kiwilimon.com/login/social)
21:01:38	774265/774265	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:01:37%20GMT	https://www.kiwilimon.com/login/window.location.href	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/login/window.location.html	(from https://www.kiwilimon.com/login/social)
21:01:39	43/43	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2009%20Nov%202022%2002:01:37%20GMT	https://www.kiwilimon.com/;path=/	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/;path=/index.html	(from http://s.ntv.io/serve/load.js)
21:01:39	50/50	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2009%20Nov%202022%2002:01:37%20GMT	https://www.kiwilimon.com/proxyTracking/	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/proxyTracking/index.html	(from http://s.ntv.io/serve/load.js)
21:01:39	43/43	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2009%20Nov%202022%2002:01:38%20GMT	https://www.kiwilimon.com/assets/	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/assets/index.html	(from http://s.ntv.io/serve/load.js)
21:01:39	46/46	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2009%20Nov%202022%2002:01:38%20GMT	https://www.kiwilimon.com/devassets/	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/devassets/index.html	(from http://s.ntv.io/serve/load.js)
21:01:40	150446/150446	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:37%20GMT	https://www.kiwilimon.com/GET	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/GET.63.delayed	(from http://s.ntv.io/serve/load.js)
21:01:41	35/35	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:39%20GMT	https://www.kiwilimon.com/I.applyProtocolToUrl(I.adBlockerDomain	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/I.applyProtocolToUrl(I.64.delayed	(from http://s.ntv.io/serve/load.js)
21:01:43	150561/150561	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:40%20GMT	https://www.kiwilimon.com/n	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/n.65.delayed	(from http://s.ntv.io/serve/load.js)
21:01:43	35/35	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:42%20GMT	https://www.kiwilimon.com/e.src	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/e.66.delayed	(from http://s.ntv.io/serve/load.js)
21:01:49	150216/150216	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:45%20GMT	https://www.kiwilimon.com/redirect	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/redirect.68.delayed	(from https://www.kiwilimon.com/redirect/)
21:01:53	150303/150303	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:49%20GMT	https://www.kiwilimon.com/;%20path=	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/;%20path=.69.delayed	(from https://www.kiwilimon.com/;%20path=/)
21:01:56	200298/200298	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:01:52%20GMT	https://www.kiwilimon.com/amp/pro	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/amp/pro.6a.delayed	(from https://www.kiwilimon.com/pro)
21:01:57	6925/6925	---MC-	521	error ('Unknown%20error')	text/html	date:Wed,%2009%20Nov%202022%2002:01:55%20GMT	https://cdn7.kiwilimon.com/pages/pro/kpro.jpg	C:/Users/PC-11/Desktop/recetas/cdn7.kiwilimon.com/pages/pro/kpro.6b.delayed	(from https://www.kiwilimon.com/pro)
21:02:03	388132/388132	---M--	200	added ('OK')	public,	etag:%22f3e9ea9058f13af3c378c09010db9552%22	http://s.ntv.io/js/prebid5.js	C:/Users/PC-11/Desktop/recetas/s.ntv.io/js/prebid5.js	(from http://s.ntv.io/serve/load.js)
21:02:03	779/779	---M--	200	added ('OK')	image/png	etag:%2230b-57753544982be%22	https://cdn.kiwilimon.com/kiwi5pc/static/icono-usuario.png	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/kiwi5pc/static/icono-usuario.png	(from https://www.kiwilimon.com/pro)
21:02:04	1307/1307	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Apr%202020%2002:04:56%20GMT	https://www.kiwilimon.com/apple-touch-icon.png?v=6.8.57	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/apple-touch-icon877a.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:05	421/421	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Apr%202020%2002:04:56%20GMT	https://www.kiwilimon.com/favicon-32x32.png?v=6.8.57	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/favicon-32x32877a.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:05	335/335	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Apr%202020%2002:04:56%20GMT	https://www.kiwilimon.com/favicon-16x16.png?v=6.8.57	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/favicon-16x16877a.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:06	536/536	---M-Z	200	added ('OK')	application/json	date:Sun,%2019%20Apr%202020%2002:04:56%20GMT	https://www.kiwilimon.com/manifest.json?v=6.8.57	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/manifest877a.json	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:07	1117/1117	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2019%20Apr%202020%2002:04:56%20GMT	https://www.kiwilimon.com/safari-pinned-tab.svg?v=6.8.57	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/safari-pinned-tab877a.svg	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:07	2734/2734	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	date:Sun,%2019%20Apr%202020%2002:04:56%20GMT	https://www.kiwilimon.com/favicon.ico?v=6.8.57	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/favicon877a.ico	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:08	50237/50237	---MCZ	200	added ('OK')	text/javascript	etag:W/%22502f1ccb1b95e4c788f88b925545d7da%22	https://tags.crwdcntrl.net/lt/c/15499/lt.min.js	C:/Users/PC-11/Desktop/recetas/tags.crwdcntrl.net/lt/c/15499/lt.min.js	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:09	6168/6168	---M--	200	added ('OK')	image/png	etag:%221818-5840f7c292380%22	https://cdn.kiwilimon.com/img/static/logo-comparte.png	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/img/static/logo-comparte.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:09	34655/34655	---MCZ	200	added ('OK')	text/css	etag:W/%22875f-56f2a6a0d6a33%22	https://cdn.kiwilimon.com/css/kiwi4/herramientas.css	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/css/kiwi4/herramientas.css	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:10	9358/9358	---MCZ	200	added ('OK')	text/css	etag:W/%22248e-54949473d7204%22	https://cdn.kiwilimon.com/css/kiwi4/nologin.css	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/css/kiwi4/nologin.css	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:11	17739/17739	---MCZ	200	added ('OK')	application/javascript	etag:W/%22454b-5d89ead171775%22	https://cdn.kiwilimon.com/js/kiwi4/herramientas.js	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/js/kiwi4/herramientas.js	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:11	6509/6509	---MCZ	200	added ('OK')	application/javascript	etag:W/%22196d-5cd167dbbfd80%22	https://cdn.kiwilimon.com/js/video/v1/kvideo.js?v=6.8.57	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/js/video/v1/kvideo877a.js	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:14	239724/239724	---MCZ	200	added ('OK')	application/javascript	etag:W/%223a86c-5e776f0ba404d%22	http://cdn.kiwilimon.com/js/kiwi4/prebid.js?v=6.8.57	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/js/kiwi4/prebid877a.js	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:14	231/231	---M--	200	added ('OK')	image/png	etag:%223afa-5774527c9ce81%22	https://cdn.kiwilimon.com/pages/login/check.png	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/pages/login/check.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:15	676347/676347	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2002:02:13%20GMT	https://www.kiwilimon.com/informacion/politicas	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/informacion/politicas.7b.delayed	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:15	941/941	---M--	200	added ('OK')	image/png	etag:%223d5-57753557ef76c%22	https://cdn.kiwilimon.com/kiwi5/static/k5-icon-sube-img-user.png	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/kiwi5/static/k5-icon-sube-img-user.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:15	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-503c33c6f81c0%22	https://cdn.kiwilimon.com/img/static/dot.gif	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/img/static/dot.gif	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:15	1920/1920	---M--	200	added ('OK')	image/jpeg	etag:%2214aa-5cb81bb1ccd80%22	https://cdn.kiwilimon.com/img/static/img-kl-pro-header-pc.jpg	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/img/static/img-kl-pro-header-pc.jpg	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:16	1651/1651	---M--	200	added ('OK')	image/png	etag:%221407-5ebe4083f72c0%22	https://cdn.kiwilimon.com/pages/pro/logo-kiwipro-azul.png	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/pages/pro/logo-kiwipro-azul.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:17	33347/33347	---M--	200	added ('OK')	image/png	etag:%2283be-577535563e1a9%22	https://cdn.kiwilimon.com/kiwi5/static/k5-iconos.png	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/kiwi5/static/k5-iconos.png	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:17	706924/706924	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:15%20GMT	https://www.kiwilimon.com/pro/suscripcion-kiwipro	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/pro/suscripcion-kiwipro.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:19	96580/96580	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:16%20GMT	https://www.kiwilimon.com/mi-cuenta/conectate	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/conectate.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:20	96491/96491	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:18%20GMT	https://www.kiwilimon.com/mi-cuenta/colecciones	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/colecciones.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:22	96317/96317	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:19%20GMT	https://www.kiwilimon.com/mi-cuenta/favoritos	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/favoritos.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:24	96296/96296	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:21%20GMT	https://www.kiwilimon.com/mi-cuenta/mis-recetas	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/mis-recetas.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:25	96688/96688	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:23%20GMT	https://www.kiwilimon.com/mi-cuenta/lista-super	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/lista-super.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:27	98176/98176	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:24%20GMT	https://www.kiwilimon.com/mi-cuenta/planeador-de-menu	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/planeador-de-menu.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:29	96322/96322	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:26%20GMT	https://www.kiwilimon.com/mi-cuenta/perfil	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/perfil.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:30	96376/96376	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:28%20GMT	https://www.kiwilimon.com/mi-cuenta/seguidores	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/seguidores.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:32	96360/96360	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:30%20GMT	https://www.kiwilimon.com/mi-cuenta/mis-datos	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/mis-datos.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:33	1040/1040	---M--	200	added ('OK')	image/jpeg	etag:%221155-5cb12d85740c0%22	https://cdn.kiwilimon.com/img/static/icon-blanco-menu-klpro.jpg	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/img/static/icon-blanco-menu-klpro.jpg	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:33	672232/672232	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:32%20GMT	https://www.kiwilimon.com/mi-cuenta/pagos	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/mi-cuenta/pagos.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:34	1048/1048	---M--	200	added ('OK')	image/jpeg	etag:%221160-5cb12899a6480%22	https://cdn.kiwilimon.com/img/static/icon-verde-klpro.jpg	C:/Users/PC-11/Desktop/recetas/cdn.kiwilimon.com/img/static/icon-verde-klpro.jpg	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:34	675334/675334	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:33%20GMT	https://www.kiwilimon.com/pro/recetas-pro	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/pro/recetas-pro.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:35	725382/725382	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:34%20GMT	https://www.kiwilimon.com/te-cuida	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/te-cuida.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:36	666500/666500	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:35%20GMT	https://www.kiwilimon.com/recetas/postres	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/postres.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:37	665868/665868	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:35%20GMT	https://www.kiwilimon.com/recetas/carnes-y-aves	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/carnes-y-aves.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:38	663878/663878	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:36%20GMT	https://www.kiwilimon.com/recetas/guarniciones	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/guarniciones.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:39	666102/666102	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:37%20GMT	https://www.kiwilimon.com/recetas/pescados-y-mariscos	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/pescados-y-mariscos.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:39	664434/664434	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:38%20GMT	https://www.kiwilimon.com/preferencia/faciles	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/preferencia/faciles.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:40	665641/665641	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:38%20GMT	https://www.kiwilimon.com/preferencia/dietas	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/preferencia/dietas.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:41	663219/663219	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:39%20GMT	https://www.kiwilimon.com/recetas/saludables	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/saludables.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:42	665447/665447	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:40%20GMT	https://www.kiwilimon.com/recetas/botanas	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/botanas.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:42	663256/663256	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:41%20GMT	https://www.kiwilimon.com/recetas/comida-para-ninos	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/comida-para-ninos.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:43	665726/665726	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:41%20GMT	https://www.kiwilimon.com/preferencia	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/preferencia.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:44	664718/664718	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:42%20GMT	https://www.kiwilimon.com/recetas/postres/chocolate	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/postres/chocolate.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:44	664911/664911	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:43%20GMT	https://www.kiwilimon.com/recetas/carnes-y-aves/pollos	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/carnes-y-aves/pollos.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:45	664063/664063	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:44%20GMT	https://www.kiwilimon.com/recetas/guarniciones/verduras/chiles	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/guarniciones/verduras/chiles.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:46	664344/664344	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:44%20GMT	https://www.kiwilimon.com/recetas/guarniciones/arroces	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/guarniciones/arroces.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:47	664673/664673	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:45%20GMT	https://www.kiwilimon.com/recetas/pastas	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/recetas/pastas.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:47	664048/664048	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:46%20GMT	https://www.kiwilimon.com/ingredientes	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/ingredientes.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:48	667411/667411	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:47%20GMT	https://www.kiwilimon.com/tipo-de-cocina/mexicana	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tipo-de-cocina/mexicana.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:49	663525/663525	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:48%20GMT	https://www.kiwilimon.com/tipo-de-cocina/china	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tipo-de-cocina/china.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:50	663907/663907	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:48%20GMT	https://www.kiwilimon.com/tipo-de-cocina/italiana	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tipo-de-cocina/italiana.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:51	664246/664246	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:49%20GMT	https://www.kiwilimon.com/tipo-de-cocina/americana	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tipo-de-cocina/americana.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:51	663236/663236	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:50%20GMT	https://www.kiwilimon.com/tipo-de-cocina/argentina	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tipo-de-cocina/argentina.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:52	666577/666577	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:51%20GMT	https://www.kiwilimon.com/tipo-de-cocina	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/tipo-de-cocina.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:53	665456/665456	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:51%20GMT	https://www.kiwilimon.com/temporada/dia-de-las-madres	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/temporada/dia-de-las-madres.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:54	665569/665569	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:52%20GMT	https://www.kiwilimon.com/temporada/dia-del-padre	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/temporada/dia-del-padre.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:55	665010/665010	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:53%20GMT	https://www.kiwilimon.com/temporada/verano	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/temporada/verano.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:55	663034/663034	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2002:02:54%20GMT	https://www.kiwilimon.com/temporada/vacaciones	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/temporada/vacaciones.html	(from https://www.kiwilimon.com/mi-cuenta/receta)
21:02:56	508989/508989	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202022%2002:02:54%20GMT	https://www.kiwilimon.com/temporada/regreso-a-clases	C:/Users/PC-11/Desktop/recetas/www.kiwilimon.com/temporada/regreso-a-clases.aa.delayed	(from https://www.kiwilimon.com/mi-cuenta/receta)
